height_cm,weight_kg,age,years_active,training_hours_per_week,civilian_casualties_past_year,power_level,public_approval_rating,super_strength,flight,energy_projection,telepathy,healing_factor,shape_shifting,invisibility,telekinesis,is_good
163.6,76.6,48,13,21.2,0,79,68.8,0,1,0,1,0,0,0,1,1
221.8,65.6,50,25,21.9,0,82.8,97.2,0,0,0,0,0,0,0,0,1
159.9,74.4,28,9,40.1,11,62.6,44.3,1,0,0,0,0,0,0,0,1
155.7,96.3,32,14,29.6,0,74.3,82.6,1,0,0,0,1,0,0,0,0
203.2,108.3,57,27,43.8,1,84.4,65.9,0,0,0,0,1,0,0,0,0
195.8,103.1,60,18,23.3,4,87.5,78.9,0,1,1,0,0,0,0,0,0
192.5,72.7,36,3,29.5,0,69.1,56.3,1,0,0,1,0,1,1,0,0
192.6,63.2,40,1,20.8,2,66.7,86.4,0,0,0,0,0,1,0,0,1
179.8,82.1,32,8,30.1,1,72.9,70.9,0,0,0,0,0,0,0,0,1
162.1,53.5,54,9,15.2,4,52.8,51.4,0,0,0,0,0,1,0,0,1
181.5,84.8,54,27,25.1,1,67.1,64.8,0,0,0,0,0,0,1,0,0
166.5,77.8,57,10,15.6,2,81.2,60.2,0,0,1,0,0,0,0,0,1
199.5,73,34,13,36.9,2,79.6,74.8,1,0,1,0,0,0,0,0,1
177.1,56.1,35,6,37.2,1,65.9,41.4,1,1,1,1,1,0,0,1,1
163.5,87.7,49,22,12.7,0,73.3,64.4,0,1,1,0,1,0,0,0,0
173.6,72,49,14,43.3,1,57.6,72.9,0,0,0,0,0,0,1,1,1
188.3,62.5,44,21,55,1,80.6,65.7,0,0,0,0,0,1,0,0,1
168.7,45,38,18,30.5,3,68.8,91.9,0,0,1,0,1,1,0,1,1
163.6,79.6,57,21,23.6,3,65.9,80.5,0,1,0,1,0,0,0,1,0
184.9,106.6,50,14,58.2,1,64.6,64.9,0,0,1,0,1,1,0,0,0
184.9,104.9,42,29,16.8,2,69.1,69.3,1,0,1,1,1,1,0,0,0
169.9,73.1,63,27,30.2,2,63.3,70.9,1,0,1,0,1,0,0,0,0
170.6,71,57,23,31.8,4,79.9,73.1,0,1,0,0,0,0,1,1,1
184.6,87,41,7,43.5,1,64.1,28.5,0,0,1,0,0,0,1,0,1
151,65,38,10,33.6,1,93.9,59,0,0,0,0,1,0,1,0,0
151.9,84.5,57,28,25,1,92,35.3,1,1,0,0,0,0,0,0,1
165.6,91.5,28,8,20.5,2,56.6,90.6,0,0,0,0,0,0,0,1,1
175.7,98.4,43,14,26.6,1,71,63.8,0,1,1,0,0,0,0,0,0
186.2,78.5,18,0,19.9,1,60.2,61.1,0,0,1,0,0,0,0,0,0
209.5,76.9,59,29,30.5,0,65.1,82.9,1,1,0,0,1,0,0,0,0
197.2,66.8,19,0,24.4,3,100,73.4,1,0,0,0,0,0,1,0,0
176.8,67.6,56,18,15.1,0,65.4,42.4,0,1,0,1,1,0,0,0,1
179.6,76.6,34,2,42.6,0,75.4,63.6,1,0,1,0,1,0,1,0,1
159.9,85.5,36,9,25,1,78.1,58.3,0,1,0,1,0,0,0,1,1
179.6,93.7,34,7,17.3,1,55,30.1,0,0,0,0,0,1,0,1,1
174.2,68,39,14,28.3,2,57.2,51.2,1,0,0,0,1,0,0,1,0
186.5,102.4,54,9,30.7,1,51.9,61.3,1,1,0,0,0,0,0,0,1
163.5,75.9,18,0,12.5,1,56.7,62.7,0,0,0,0,1,0,0,1,0
190.4,79.7,61,28,33.3,2,27.2,35.4,0,0,0,0,1,1,1,0,1
210.7,68.8,46,17,19.5,0,78.2,88,1,0,1,0,0,1,1,0,0
177.8,45,25,1,47.1,0,100,63,1,1,1,0,1,0,0,1,1
188,93.3,37,18,35.2,4,72.2,65.8,1,0,0,0,0,0,0,1,1
193.8,91.1,56,12,26,1,48.8,73,0,1,1,1,0,0,1,0,1
172,75.8,38,21,22.5,1,60.4,49.2,1,0,0,0,1,0,1,1,1
184.5,81,19,0,29,0,63.1,74.1,1,0,0,0,1,1,0,1,0
180.3,87.7,44,1,36.1,1,54.7,57.7,0,0,0,0,0,0,1,0,0
182,56.6,50,28,29.7,2,82.9,47.1,1,0,0,1,0,0,0,0,1
164.5,72.1,30,15,27.8,2,82.2,76.5,0,0,1,0,0,0,0,1,0
180.5,91.9,41,14,30.6,2,52.7,94.8,0,0,0,0,0,0,0,0,1
190,61.2,32,12,24,0,80.9,79.5,0,0,0,1,0,1,0,0,0
209,84.4,53,15,26.6,1,92.9,83.5,0,1,1,1,0,0,0,1,1
199.2,59.7,54,16,9.1,3,98.5,54.6,0,0,0,0,0,1,0,0,1
223.1,87,52,20,39.7,6,100,33,1,0,1,0,1,0,0,0,0
164.7,79.5,53,28,33,0,56.5,94.8,0,0,1,1,0,0,1,0,1
197.4,55.8,68,28,22.3,1,100,100,0,0,0,1,0,0,1,0,1
183.7,97.5,38,6,49,0,64.7,95.9,1,0,1,0,1,0,0,1,1
223.8,69,32,23,30.9,0,61.1,58.3,0,0,0,0,1,0,0,0,0
163.8,67.8,54,25,19.6,1,74.9,41.9,0,1,0,0,1,0,0,0,1
163.2,83,63,16,38.6,0,61.3,43.7,0,0,0,0,0,1,0,1,1
168,97.2,26,6,34,2,76,31.3,0,0,0,0,0,0,0,1,0
150,64.8,37,12,33.9,2,50.2,62.9,0,0,1,0,0,0,0,0,1
169.5,80.9,39,4,25.7,0,66.4,97.1,1,0,0,1,0,0,0,1,0
164.8,86.4,46,25,34.5,0,89.3,62.2,0,0,0,1,0,0,0,0,1
183,90.4,34,16,27.4,3,69.1,71,1,0,1,0,0,1,0,0,1
186.8,82.6,48,2,35.6,0,72.1,92.5,0,0,0,0,0,0,1,0,0
217.5,74.5,59,6,11,2,77.1,56.9,0,0,0,0,0,1,0,0,0
199,67.6,48,25,25.7,1,87.6,100,0,1,0,0,0,0,0,0,0
168.5,81.3,36,16,47.2,2,45.2,100,1,0,1,0,0,1,0,0,1
162,63.9,24,6,22.3,1,78.8,62.4,0,0,0,0,0,1,0,0,1
189.8,45,52,20,24,0,66,53.4,0,0,0,0,0,1,0,0,0
153.6,86.5,48,0,25.5,1,72.5,78.9,0,0,0,0,0,0,1,0,0
216.6,93.6,50,16,17.9,0,85.9,58,0,0,0,1,0,0,0,0,0
203.6,45,47,29,7.9,1,52.1,41.9,0,0,1,0,0,0,1,0,0
170.6,64.9,39,16,27.7,2,54.8,90.6,0,1,0,0,0,0,0,0,1
150,89.3,29,10,31.4,1,41,89.3,0,0,0,1,0,0,0,0,1
207.1,110.9,54,24,29.5,0,61.8,68.1,1,0,0,0,1,1,0,0,0
177.7,80.3,57,26,28.6,1,90,39.7,0,0,1,0,0,0,0,0,1
204.8,69.1,35,28,30.4,2,68.2,40.4,0,0,1,0,0,1,0,0,0
150,77.3,53,2,40.2,7,49.9,67.1,0,0,0,1,1,0,1,1,1
168,100.6,46,14,28.1,2,62.7,55,0,0,0,0,0,1,0,1,1
180.1,70.3,64,28,24.3,1,47.7,58.2,1,0,0,0,0,0,0,1,0
180.9,68,30,20,27.2,2,53.1,85.4,0,0,0,0,0,0,1,0,1
171,72.8,27,10,35.8,5,75.8,79.7,0,0,0,0,1,1,0,0,1
192.5,65.7,45,25,44.1,4,52.4,92.6,1,1,0,0,0,0,0,0,1
158.6,81.8,53,27,23.7,1,86.7,45.2,0,0,0,0,0,1,0,1,1
177.2,104.4,62,15,31,1,68.9,58.1,0,0,1,1,0,0,0,0,1
182.4,84.8,52,24,33.4,1,71.3,80.2,0,1,0,1,0,0,0,0,0
190.3,76.2,47,21,20.1,1,65.8,74,1,1,1,0,0,1,0,0,0
194.2,75.6,35,27,30.2,3,81.6,95.6,1,1,0,0,1,0,0,1,1
157.5,56.6,50,8,15.3,1,81.7,73.4,1,0,1,0,0,1,0,0,1
150,93.2,38,23,12.3,0,75,100,0,1,0,1,0,0,0,0,1
205.6,78.8,64,23,33.7,3,78.5,75.8,1,0,0,0,0,1,0,1,1
186.6,77.3,32,0,26.2,3,66.8,86.2,0,0,1,0,0,0,0,0,0
165,127.9,65,28,32,1,78.1,58.5,0,0,0,1,1,0,1,0,1
211,84.5,55,24,29.8,2,64.9,65.3,1,1,0,1,0,0,0,0,0
182.3,68.7,44,21,20.2,1,70,83.2,0,0,0,0,0,0,1,0,0
203.6,73.6,40,15,29.5,4,65.9,97.3,0,0,1,1,0,0,0,0,1
181.4,97.2,37,8,17.7,4,63.1,79.6,0,0,0,1,0,0,0,0,0
221.2,81.7,50,18,43.9,1,59.7,63.3,0,0,1,0,0,0,0,0,1
215.1,58.4,39,11,16.4,2,77,92.5,1,1,0,0,1,0,1,1,1
175,93.8,38,18,28,4,89.7,21.2,0,0,0,1,0,0,0,0,0
199.4,70,43,21,19.6,1,87.6,36.6,0,0,0,0,1,0,1,0,0
192.9,108.1,38,8,35.7,1,51.2,78.6,0,1,0,0,1,0,1,0,1
207.4,96.2,18,6,26.7,3,89.3,65.3,1,0,0,0,1,0,0,1,1
160.7,73.3,45,13,24.8,0,65.2,77.1,1,0,0,1,0,0,0,0,1
193.7,99.2,41,28,38.5,1,79,66.3,0,1,0,1,0,1,0,0,1
201.2,81,30,18,30.3,4,56.4,76.4,1,1,0,0,1,0,0,0,1
150,92.8,31,18,35.2,3,72.1,48.7,1,1,0,1,1,1,0,0,1
156.3,87.3,18,1,20.2,1,74.7,76.4,0,0,1,1,1,0,1,0,1
150,67.3,26,8,16,0,47.7,84.9,0,0,1,1,0,1,0,1,1
174.6,70.3,35,12,31.1,1,79.1,89.4,0,0,1,0,0,0,0,0,1
194.4,95.4,60,14,26.8,1,90.2,100,1,0,0,0,1,0,0,1,1
210,75,32,2,36.3,0,67.4,69.9,0,0,1,0,0,1,1,0,1
181.5,73.9,39,10,29.2,3,90.4,70.5,0,0,0,0,0,1,0,1,0
212.6,65.7,52,20,32.1,1,67.2,34.5,0,1,0,0,0,0,1,0,1
152.4,86.4,43,13,13.8,1,82.7,54.4,1,0,1,1,0,0,1,0,0
150,110.9,48,29,48.9,1,36.7,61.1,0,0,1,0,0,0,0,0,1
178.9,64,34,24,28.4,8,100,86,1,0,0,1,0,0,0,0,1
187.7,80.4,55,7,37,1,92.4,52.8,1,0,0,0,0,1,0,1,1
179.3,101.2,60,17,21.6,0,65.7,80.9,0,1,0,0,0,0,0,0,1
150,78.8,26,18,33.1,0,40.4,65,0,0,0,0,0,0,1,0,1
178.2,86.8,32,15,17,2,74.3,61.5,0,0,1,0,0,0,0,0,0
153.9,64.1,30,1,34.5,2,48.3,70,1,0,0,0,1,0,0,1,1
193.4,86.4,32,7,26.4,1,76.7,57.2,0,0,1,1,0,0,0,0,0
187.3,77.2,49,21,30.3,1,76.2,56.4,0,0,0,0,0,1,0,1,1
161.2,94.8,32,5,37,0,55.9,30.9,0,1,1,0,1,0,0,1,1
169.7,97.8,63,11,17.7,1,86.8,60,0,0,1,0,1,1,0,1,1
158.8,118.8,52,14,23.2,1,82.1,55.4,1,0,0,0,0,0,1,0,1
178.7,88.7,49,24,34.6,0,84.6,54.7,0,0,0,0,0,0,0,0,0
199.1,84.9,50,7,51,0,70.1,73.3,1,1,1,0,0,0,0,0,0
160.3,82.9,47,3,28.6,0,48.8,78.2,0,1,0,0,0,0,1,1,0
190.1,74.7,39,14,35.9,0,84.7,69.6,0,0,0,1,1,1,1,1,1
169.4,85.1,42,27,28.9,2,65.9,84.9,1,0,0,0,1,0,0,0,1
164.1,75.6,47,19,49.4,0,49.2,76.5,0,1,0,1,1,0,0,1,0
177.9,82.5,55,24,12.5,1,90.3,59.1,1,1,1,0,0,0,0,0,0
159.3,99.8,42,16,30.9,0,100,55.7,0,1,0,1,0,0,0,0,0
168.9,64.9,24,12,13.7,6,69.4,71.3,0,1,1,0,1,1,1,0,1
156,97.1,36,17,4.9,4,100,76.5,0,0,0,0,0,0,0,1,0
219.3,99.8,36,1,33,1,71.4,93,1,0,1,0,0,1,1,1,0
180.7,78.2,36,12,31.4,1,64.3,88.8,1,1,0,1,1,0,0,1,0
166,48.2,61,12,27.2,0,60.5,54.2,0,1,0,0,0,0,0,1,1
184.3,70.9,32,21,28.9,1,94.6,63,0,0,0,0,0,0,0,0,0
177.8,99.5,47,14,61,0,58.3,78.4,0,0,1,0,1,1,0,1,1
175.6,79.7,62,19,27.4,2,81,86.4,0,1,0,0,0,1,0,0,0
192.3,65,73,28,35.1,1,61.6,83.8,1,0,1,0,0,0,0,1,1
195.2,72.4,47,26,23.5,5,63.1,63.7,0,1,0,0,0,0,0,1,1
169.4,92.6,44,9,33,0,85.5,39.9,1,0,0,0,0,0,1,0,1
168.5,88.2,57,28,27.6,3,64.3,45,0,0,1,0,0,0,0,0,1
174.5,76.4,41,2,25.9,3,63.9,70.5,1,0,0,0,0,0,1,0,0
150,74.5,46,18,48.2,0,87,71.8,0,0,0,0,0,0,0,1,1
150,74.1,38,2,41.8,1,94,43,0,0,0,0,1,0,1,0,0
207.3,66.2,20,21,31.4,0,79.7,65.9,1,0,0,1,0,0,1,0,1
212.9,104.2,48,13,7,1,60.2,77.6,0,1,0,0,1,0,0,1,1
175,75.2,41,7,26.4,1,62.3,42,1,1,0,1,0,1,1,0,0
191.5,98.3,47,26,57,2,71.2,87.1,1,0,0,0,0,0,0,0,1
186.2,102.8,65,22,27.7,1,74.8,57.4,0,0,1,1,0,1,1,0,1
241.6,95,43,29,41,6,55.2,90.2,0,0,1,0,0,0,0,0,1
202.4,73.5,28,3,44.4,0,80.8,54.3,0,0,0,0,1,0,0,1,1
177.4,86.1,71,26,32.2,7,71.3,44.5,0,0,0,0,0,0,0,0,1
160.9,79.6,39,27,21.6,1,44.3,55.8,0,0,0,1,0,0,0,0,1
150,66.4,39,19,5.6,3,56.1,63.1,0,0,1,0,0,0,0,0,0
184.1,84.9,38,10,36.8,1,62.4,57.2,0,0,0,0,0,0,1,0,1
164.9,62.3,58,25,21.9,0,68.9,60.7,0,0,0,0,0,1,1,1,0
151.6,97.8,36,10,31.8,4,98.3,71.7,0,1,1,0,0,0,0,1,0
167.1,73,35,26,17.5,1,73.6,61.6,0,0,0,0,0,1,1,0,0
158.4,83,44,29,27.3,2,57.4,63.7,0,1,1,0,0,0,1,0,0
213.7,84.2,33,10,30.3,2,73.3,30.8,0,1,0,0,0,0,0,0,1
197.6,76.1,38,1,32.7,1,64.7,72.8,0,1,0,0,0,0,0,0,1
179.8,88.8,52,29,18.9,1,74.9,63.2,0,1,1,1,0,1,0,0,0
209.6,72.9,49,16,42,3,78.7,97.2,0,0,0,0,0,0,1,1,1
181.5,93.1,22,8,24,0,88.1,46.2,0,0,1,0,1,1,1,0,0
162.8,59.8,62,27,13.3,2,69.6,28.8,1,0,0,1,1,0,0,0,1
210.5,81.9,50,27,28.9,5,94.6,77.4,0,1,1,0,1,1,0,0,1
190.8,109.1,48,1,30.3,0,83.6,71.9,0,1,0,0,0,0,1,0,1
159.3,65,56,28,31.6,0,59.4,44.8,1,1,0,1,1,0,1,1,1
176.2,69.8,58,23,43.6,3,100,34.4,1,0,0,0,0,0,1,0,1
162.5,87.7,44,14,27.6,1,74.9,95.7,0,1,0,0,1,0,0,0,0
152.3,82.7,55,15,28.8,1,57.5,93.3,0,0,0,1,0,0,0,0,1
198.5,85.3,53,24,19,0,94.8,15.3,0,0,0,1,0,0,0,1,1
218.2,87.3,37,3,38.2,1,100,55.8,0,1,0,0,0,0,0,0,1
152,89.5,60,7,31.8,0,69.5,98.3,1,0,0,0,0,0,1,1,1
191.3,96.6,42,8,25.8,1,62.4,55.5,0,1,0,0,1,0,0,0,1
167,86.1,54,25,11,3,67.4,55.2,1,0,0,0,1,0,1,1,1
170.3,76.4,32,25,44.4,1,80.7,59.3,0,1,0,0,1,0,0,1,1
168.2,90.1,20,4,17.7,1,89.2,42.6,1,0,1,0,0,1,1,0,1
162.7,108.5,40,15,24.1,10,78.6,30.9,0,1,0,1,0,1,0,1,1
181,78,44,12,33.6,2,71.5,86.1,0,1,0,1,0,0,0,0,1
163.4,65.4,44,29,18,4,92.5,28.1,0,1,0,0,1,1,0,0,0
185.4,96.6,39,6,15.1,1,65.3,69.9,0,0,1,0,0,0,0,0,1
179,78.2,66,25,8.8,3,85.5,82.7,0,1,0,0,1,0,1,0,1
175.2,47.4,53,19,37.2,0,65.7,36,1,0,0,0,0,0,0,0,1
161.8,92.7,35,16,24.5,0,76.5,46.5,0,0,0,0,0,1,0,1,1
168.5,72,32,2,59.3,0,68.3,89.3,1,0,0,1,1,0,1,1,0
195.1,78.6,29,4,20.1,1,69.2,75.7,0,1,1,0,0,1,1,0,1
190,85,37,18,20.8,4,64.3,52.7,0,0,0,1,0,1,0,1,0
160.4,82.9,36,11,24.3,1,90.2,89,1,1,0,0,0,0,1,0,0
182,90.6,44,28,32.4,2,59,89.1,0,1,1,0,1,0,0,0,0
195,73.5,37,26,25.3,2,58.9,70.4,0,0,0,0,0,0,0,1,1
150,87.7,37,6,36.1,2,100,47,0,1,1,0,0,0,0,0,0
190.9,76.1,44,27,20.2,1,84.7,56.7,0,0,0,1,0,0,0,0,0
166.7,91.1,18,8,16.2,2,34.2,70.7,1,1,1,1,0,0,0,1,1
191.4,89.2,73,27,12,1,61.5,61.2,0,0,1,0,0,0,0,0,1
164.7,66,48,5,7.8,0,42.8,83.8,0,0,0,0,0,0,0,0,0
150,96.3,43,28,24.8,10,55.7,34.4,1,0,1,0,1,0,1,0,1
150,72,48,25,27,0,22.9,35.1,0,0,0,1,1,0,0,0,1
181,92.1,30,16,23.7,0,67.9,68.6,0,0,0,1,0,0,1,1,1
185.2,85.5,62,15,42.4,4,52.9,55.2,1,0,0,0,1,0,1,0,1
161.9,107.6,64,22,42.3,1,70.9,52.5,0,0,0,0,0,0,0,0,1
192.8,76.6,36,2,26.7,2,45.6,29.6,1,0,1,0,0,1,0,0,1
150,74.8,54,20,12.1,1,71.2,65.4,0,0,0,0,0,0,0,0,1
178.7,79.7,51,25,24.3,1,63.8,63.9,1,1,1,0,0,0,1,0,0
155.8,75.5,23,3,24,1,92.5,78.1,1,0,0,0,0,1,0,0,0
167,92,34,9,23.4,1,91.2,66.4,0,1,0,1,0,0,0,0,1
180.9,55.8,42,4,23,1,81.8,62.3,0,0,0,0,1,1,1,0,1
162.8,64.2,39,20,23.5,3,65.1,88.5,0,0,0,0,0,0,0,0,0
172.3,64,43,21,26.1,1,99.8,38.8,1,0,1,1,0,1,0,1,0
200.1,94.3,50,29,23.6,6,46.7,75.7,0,0,1,0,0,1,0,1,0
168.5,105.7,35,9,32.1,0,48.9,31.6,0,0,1,0,0,0,1,1,0
196.7,78.4,42,11,33.6,1,68.7,48.2,0,0,1,0,0,0,1,0,1
157.4,77.5,27,9,20.9,2,100,40.7,1,1,0,0,0,1,0,0,0
190.6,81.1,43,28,42.7,5,67,80.6,0,1,0,0,1,1,0,1,1
208.8,97.4,26,12,20.2,0,67.3,63.7,0,0,0,0,1,1,1,0,1
150,66.1,51,10,13.8,2,48.4,64.7,0,1,0,1,0,0,1,0,0
164.1,83.6,27,21,33.8,4,84.2,42.9,0,0,0,0,0,1,1,1,0
191.5,94.6,56,15,21.8,1,84.3,59,0,0,0,1,1,0,0,1,0
175.9,87.5,53,7,33.2,4,81.8,49.7,0,0,0,0,0,0,1,1,0
187.4,82.8,35,7,6,0,60.6,72.7,1,1,0,1,0,0,0,1,0
167.9,95,21,26,43.9,3,59.4,45.2,1,1,1,0,0,0,0,0,0
181.7,45,46,24,36.7,5,50.6,91.6,0,1,0,0,0,0,1,0,1
176.9,90.2,36,7,15,2,71.3,31.5,0,0,0,0,1,0,0,1,0
203.4,70.2,29,12,15.2,1,53.8,48.9,0,0,0,0,0,0,1,0,1
185.1,52.5,44,26,46.7,0,52.3,98.5,0,1,1,0,0,0,0,1,0
186.8,87.7,49,1,22.6,5,63.6,56.3,0,0,1,1,0,1,1,0,1
171.8,100.6,54,29,21.7,1,62.7,38.7,0,0,0,0,0,0,0,0,0
170.2,77.9,37,29,7.3,0,61.9,69.4,0,0,0,0,1,0,0,1,0
171.3,94.3,24,11,26.5,2,77,55.5,1,0,1,0,0,0,0,0,0
187.9,104.2,36,9,27.7,1,71.2,48.3,1,0,0,1,0,0,0,1,0
171.6,99.7,39,11,37.2,0,65.7,43.1,0,0,1,0,1,0,1,0,1
185.8,104.6,47,10,16,0,72.7,100,0,0,1,1,0,0,0,1,1
221.5,91.1,38,14,14.8,0,55.1,60,1,0,0,1,0,0,0,0,1
197.4,81.1,47,15,34.5,2,71.6,26.5,1,0,0,0,0,1,0,0,1
173.5,56,62,16,40.1,2,72.3,94.9,0,0,0,0,0,0,1,0,1
204,76.3,57,25,14.3,1,47.5,77.2,0,0,0,1,0,0,0,0,1
171.8,67.4,38,1,40.8,3,84.9,49.7,0,0,1,0,0,0,0,1,1
150,112.6,42,17,30.4,4,56.8,46.3,0,0,1,0,0,0,0,0,0
159.8,77.4,36,11,40.9,2,71.4,78.5,0,0,1,1,1,0,1,0,0
150,81.8,54,18,29.3,0,87.5,60.1,0,1,0,1,0,0,0,0,0
173,88.3,38,25,4.8,2,83.9,26.5,0,1,0,1,0,0,0,0,1
180.4,80.7,48,22,28.5,1,70.5,100,0,0,0,0,0,0,1,0,1
213.5,105.4,45,17,40.6,2,64.6,56.3,0,0,0,0,1,0,0,0,1
186.5,70.7,46,29,21.1,2,84.2,94.9,1,1,0,0,0,0,0,0,1
175.6,82.9,29,16,26.1,1,80.1,90.6,0,0,0,0,1,1,1,1,1
196.6,68.9,56,29,28.2,5,60.7,45,0,0,0,0,0,0,0,0,1
150,60.2,36,5,1,0,58.1,85.7,0,0,1,0,1,0,0,1,1
184.7,70.8,54,24,46.7,2,38.9,52,0,0,0,0,0,0,0,0,1
195.4,79.4,37,14,21,0,72.3,27.7,0,0,1,1,0,1,1,0,1
150.4,73.6,47,2,35.1,5,68.8,56.5,0,1,0,1,0,1,0,0,0
202.9,69.6,30,5,29.1,0,87,73,0,1,0,1,1,0,0,0,0
186.8,58.9,54,2,42.6,0,75.4,55.7,0,0,1,0,0,1,0,0,1
171.7,78.8,33,29,34.1,1,90,58.9,0,0,1,0,0,0,1,1,1
192.7,57.4,54,28,27.7,1,59.5,87.9,1,0,0,1,0,1,0,0,1
225.4,91.4,40,0,21.1,0,87.1,67.1,0,0,0,0,1,0,0,1,0
183.6,81.2,46,29,38,2,62.1,48.1,0,0,0,0,1,0,0,0,1
185,58.1,48,12,11.3,1,81.7,79,0,0,0,0,0,0,0,0,1
170.8,75.4,63,27,36.5,0,48.1,69,0,0,1,0,0,0,1,0,1
163,68.7,23,20,19,1,73.5,14.6,0,0,0,0,0,0,0,1,1
196.6,84.8,55,25,42.5,3,40.2,73.6,0,0,0,1,1,0,1,0,1
162.9,100.1,18,13,31.6,2,66,72.8,1,1,1,1,1,0,0,1,1
181.4,51.9,31,12,36.4,3,76.6,65.4,1,0,0,0,0,0,1,0,1
170.4,81.7,64,26,30.8,2,62.2,82.8,0,1,0,0,0,0,0,0,1
189.6,77.6,31,3,12.5,1,54.2,51.6,1,0,0,1,1,1,0,0,1
186.7,90.1,20,6,21.4,0,82.7,71.7,0,0,0,0,1,1,1,1,0
200.8,83.2,44,21,36.7,1,68.4,33.7,1,0,0,0,0,1,1,1,1
169.8,68.7,59,9,31.7,4,62.7,73.1,0,0,0,1,0,1,0,0,1
174.6,75.2,23,6,41.8,8,70.6,100,0,0,0,1,0,0,0,1,0
160.4,68.1,35,20,34,1,100,45.1,0,1,1,1,0,0,0,0,0
171.1,96.1,55,14,20.3,0,87.3,49.8,0,1,1,0,0,0,1,1,0
187.5,80.3,60,14,22,0,87.4,50.8,1,0,0,0,0,0,0,1,0
195.1,108.5,33,3,31,1,76.5,67.6,1,0,0,1,0,0,0,1,0
161.6,79.1,35,22,6.9,2,72.5,43.7,0,0,0,0,0,1,0,1,1
197.4,69.4,68,22,46.7,0,34.1,73.4,1,0,0,1,0,0,1,0,1
207.1,57.3,55,5,34.4,6,59.8,81.9,1,0,1,0,0,1,0,0,1
188.3,53,52,23,42.3,1,62.8,75.7,0,0,0,1,1,0,0,0,1
217.5,56.2,36,19,14.2,5,41.9,29.6,0,0,0,0,0,1,0,0,0
164.5,84,44,25,42.4,3,52.6,84.9,0,0,0,0,0,0,0,0,0
155.1,87.6,37,4,52.3,3,40.3,83.7,0,0,0,0,0,0,0,0,1
150,56.3,49,19,16.8,2,69.4,81.6,0,0,0,0,1,1,1,0,0
209.9,93.4,56,11,37.7,2,82.3,72.5,0,0,1,0,1,0,1,0,1
193.1,72.8,44,0,30,2,86.6,69.4,0,1,1,0,0,0,0,0,1
178.9,82.2,39,27,14.6,2,76.2,85.6,0,0,1,1,1,0,1,0,0
185.6,104.2,55,7,34.9,2,55.5,100,1,1,1,0,0,0,0,1,1
157.5,93.5,38,0,38.3,9,41,45.9,0,1,1,0,1,0,0,0,1
228.9,76,44,4,24,3,43.6,86.6,0,1,0,0,0,0,1,1,0
182.6,66.6,58,21,41.7,3,51,63.3,0,1,0,1,0,0,0,0,0
182.2,47.7,25,5,13.3,4,56.7,62.4,0,0,1,0,0,0,0,0,0
194.5,69.2,49,28,15.1,0,67.6,34.3,0,1,0,0,0,0,1,0,0
189.6,76.8,42,20,31.4,0,54.8,59.3,0,0,0,1,0,1,0,0,0
184.5,65.2,20,2,30.3,1,75.1,45.1,0,0,0,0,1,1,1,0,1
164.2,78,45,14,22.8,1,66.5,55.7,0,1,0,0,1,0,1,0,1
189.4,81.2,61,4,38.1,4,70.2,43,0,1,0,0,0,0,0,0,1
217.6,76.6,29,27,35.3,1,87.1,56,0,1,0,1,0,0,0,0,1
206.9,70.2,47,23,38.6,2,52.3,56.9,0,1,0,0,0,1,0,1,1
211.9,82.5,45,13,28.8,1,76.3,66.9,0,1,1,1,0,1,0,0,1
169.8,86.6,47,17,36,0,69.8,32.7,0,1,0,1,0,1,0,0,1
160.2,63.6,40,15,25.5,2,65,36.1,0,1,1,0,0,0,1,0,0
177.5,101.2,26,5,50.5,4,83.3,72.2,1,0,0,1,1,0,0,0,1
181.1,78.5,47,24,21.9,0,83.2,49.1,0,1,0,0,0,0,0,1,0
201.9,80.3,40,23,51.1,2,55.8,86.5,1,1,0,0,0,0,0,0,0
150,90.6,21,13,30.3,2,67.3,69.5,1,1,0,0,0,0,0,0,1
210.6,83.5,61,26,16.2,0,74.2,77.1,0,0,0,1,0,0,1,0,1
176.8,94.3,54,23,43.7,0,65.9,93.2,0,0,1,0,0,1,0,0,1
171.5,84.3,40,7,31.3,8,78.8,58.8,0,0,1,0,1,0,1,0,1
159.8,70.8,49,28,38.5,1,74.2,53.5,0,1,1,0,0,1,0,1,1
150,85.4,48,6,42.2,1,97.5,82.4,0,0,0,0,0,0,0,0,1
196.5,62.8,43,7,33.4,0,47,75.2,0,0,0,0,1,1,0,0,1
181.5,81.6,52,12,24.1,2,68.2,61.3,0,0,0,0,0,1,0,0,1
154.2,79.5,35,5,39.8,2,56.4,92.8,0,1,0,0,1,1,0,0,1
154.1,76.9,55,17,30,2,79.1,60.8,1,1,0,0,0,1,0,0,1
173.3,78.1,40,1,36.9,0,45.7,65.7,0,1,0,0,0,1,1,0,1
213.4,51.8,40,7,8.5,4,75.2,65.4,1,0,0,0,1,0,0,0,0
174.8,71.8,23,10,34.5,1,60.5,46.3,1,0,0,1,1,0,1,0,1
150,81.4,39,0,23.6,1,59,66.6,1,0,0,1,0,0,0,0,0
175.1,82.4,37,21,46.5,1,48.3,92.9,1,0,0,0,0,1,0,0,1
174.5,64.6,45,28,36.2,1,63,73.9,0,1,0,0,1,1,0,0,1
150,99,27,5,32.4,4,86.3,65.6,0,0,1,1,0,0,0,0,1
178.9,67,25,15,34.9,5,69.6,61.8,0,0,0,1,0,0,1,0,1
